title,br_id,media_type,distributor,genres,rating,bluray_ratings,media_img,release_date
This Is the End (2013),69291,blu_ray,Sony Pictures,Comedy; Dark humor; Action,7.1,3D = 0.0; 4K = 0.0; Audio = 4.7; Extras = 3.8; Video = 4.3,https://images3.static-bluray.com/movies/covers/69291_medium.jpg?t=1378243079,"Oct 01, 2013"
Threads (1984),195052,blu_ray,Severin Films,Drama; Sci-Fi; War,7.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/195052_medium.jpg?t=1513287588,"Feb 13, 2018"
Timebomb (1991),178937,blu_ray,Shout Factory,Thriller; Action,6.3,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 0.5; Video = 2.5,https://images.static-bluray.com/movies/covers/178937_medium.jpg?t=1493846974,"Aug 29, 2017"
To Live and Die in L.A. (1985),160553,blu_ray,Shout Factory,Drama; Crime; Film-Noir; Thriller; Action,7.6,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.1; Video = 4.4,https://images4.static-bluray.com/movies/covers/160553_medium.jpg?t=1470343293,"Nov 22, 2016"
Tokyo Drifter (1966),29794,blu_ray,Criterion,Foreign; Drama; Surreal; Crime; Action,7.2,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 3.2; Video = 4.5,https://images3.static-bluray.com/movies/covers/29794_medium.jpg?t=1533882902,"Dec 13, 2011"
Torso (1973),211219,blu_ray,Arrow,Horror; Foreign; Mystery; Thriller; Crime,7,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 4.5,https://images4.static-bluray.com/movies/covers/211219_medium.jpg?t=1532726536,"Oct 30, 2018"
Total Recall (1990),85,blu_ray,Lionsgate Films,Action; Thriller; Sci-Fi; Adventure,7.9,3D = 0.0; 4K = 0.0; Audio = 3.1; Extras = 1.0; Video = 2.3,https://images3.static-bluray.com/movies/covers/85_medium.jpg?t=1403688920,"Aug 29, 2006"
A Touch of Zen (1971),152786,blu_ray,Criterion,Foreign; Martial arts; Surreal; Period; Action,7.7,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 5.0; Video = 3.5,https://images.static-bluray.com/movies/covers/152786_medium.jpg?t=1544936399,"Jul 19, 2016"
The Towering Inferno (1974),5024,blu_ray,20th Century Fox,Drama; Thriller; Action,7.4,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 4.0; Video = 4.0,https://images.static-bluray.com/movies/covers/5024_medium.jpg?t=1435256363,"Jul 14, 2009"
The Town (2010),17644,blu_ray,Warner Bros.,Crime; Thriller; Action; Heist; Drama,7.9,3D = 0.0; 4K = 0.0; Audio = 4.9; Extras = 3.7; Video = 4.3,https://images4.static-bluray.com/movies/covers/17644_medium.jpg?t=1382911263,"Dec 17, 2010"
The Toxic Avenger Collection (1984-2000),144899,blu_ray,Troma,Horror; Dark humor; Comedy; Action,6.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/144899_medium.jpg?t=1490189302,2000
Train to Busan (2016),216287,blu_ray,Well Go USA,Horror; Foreign; Thriller; Action,7.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/216287_medium.jpg?t=1537979875,"Nov 06, 2018"
The Transformers: The Movie (1986),158692,blu_ray,Shout Factory,Sci-Fi; Action; Adventure; Animation; Family,7.2,3D = 0.0; 4K = 0.0; Audio = 3.4; Extras = 3.4; Video = 3.5,https://images3.static-bluray.com/movies/covers/158692_medium.jpg?t=1467696920,"Sep 13, 2016"
Transylvania 6-5000 (1985),189898,blu_ray,Kino Lorber,Comedy,5.7,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 3.5,https://images3.static-bluray.com/movies/covers/189898_medium.jpg?t=1574899217,"Feb 11, 2020"
Trapped Alive (1988),235020,blu_ray,Arrow,Horror,6.4,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 4.0,https://images2.static-bluray.com/movies/covers/235020_medium.jpg?t=1550870889,"Jun 04, 2019"
Tremors: 6-Movie Collection (1990-2018),255261,blu_ray,Universal Studios,Horror; Comedy; Sci-Fi; Action,6.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/255261_medium.jpg?t=1571360988,2018
Troll 2 (1990),14827,blu_ray,Metro-Goldwyn-Mayer,Horror; Comedy,4.7,3D = 0.0; 4K = 0.0; Audio = 3.6; Extras = 0.5; Video = 3.6,https://images4.static-bluray.com/movies/covers/14827_medium.jpg?t=1339575655,"Oct 05, 2010"
Troma's War (1988),130127,blu_ray,Troma,Horror; Thriller; Comedy; Adventure; Action,6.4,3D = 0.0; 4K = 0.0; Audio = 2.0; Extras = 4.0; Video = 2.0,https://images2.static-bluray.com/movies/covers/130127_medium.jpg?t=1429939732,"Aug 18, 2015"
Trouble Man (1972),155661,blu_ray,Kino Lorber,Crime; Action,6.9,3D = 0.0; 4K = 0.0; Audio = 2.5; Extras = 2.2; Video = 3.2,https://images4.static-bluray.com/movies/covers/155661_medium.jpg?t=1468009774,"Oct 18, 2016"
True Grit (2010),19797,blu_ray,Paramount Pictures,Drama; Period; Western; Adventure,7.9,3D = 0.0; 4K = 0.0; Audio = 4.9; Extras = 3.3; Video = 4.9,https://images3.static-bluray.com/movies/covers/19797_medium.jpg?t=1374716308,"Jun 07, 2011"
True Stories (1986),196841,blu_ray,Criterion,Surreal; Musical; Comedy,7.5,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 4.5; Video = 5.0,https://images.static-bluray.com/movies/covers/196841_medium.jpg?t=1544833529,"Nov 27, 2018"
Turkey Shoot (1982),131012,blu_ray,Severin Films,Horror; Sci-Fi; Action,6.8,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 4.5; Video = 4.0,https://images4.static-bluray.com/movies/covers/131012_medium.jpg?t=1439039588,"Sep 08, 2015"
Twin Peaks: Fire Walk with Me (1992),183919,blu_ray,Criterion,Drama; Mystery; Psychological thriller; Surreal; Crime; Thriller,7.6,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 4.2; Video = 5.0,https://images.static-bluray.com/movies/covers/183919_medium.jpg?t=1544913464,"Oct 17, 2017"
UHF (1989),109912,blu_ray,Shout Factory,Comedy,7.2,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 3.5; Video = 3.8,https://images2.static-bluray.com/movies/covers/109912_medium.jpg?t=1439425902,"Nov 11, 2014"
Ultra Q: The Complete Series (1966-1967),247528,blu_ray,Mill Creek Entertainment,Foreign; Sci-Fi; Fantasy; Supernatural; Action; Adventure,6.9,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 0.0; Video = 4.0,https://images2.static-bluray.com/movies/covers/247528_medium.jpg?t=1564145032,1967
Ultraseven: The Complete Series (1967-1968),251922,blu_ray,Mill Creek Entertainment,Foreign; Sci-Fi; Supernatural; Adventure; Action; Fantasy,6.7,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 0.0; Video = 3.5,https://images.static-bluray.com/movies/covers/251922_medium.jpg?t=1568239493,1968
Ultraman: The Complete Series (1966-1967),247523,blu_ray,Mill Creek Entertainment,Foreign; Sci-Fi; Fantasy; Supernatural; Action; Adventure,7.9,3D = 0.0; 4K = 0.0; Audio = 2.2; Extras = 1.2; Video = 2.0,https://images3.static-bluray.com/movies/covers/247523_medium.jpg?t=1564144836,1967
The Undertaker (1988),133489,blu_ray,Vinegar Syndrome,Horror,6.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 4.0; Video = 4.5,https://images4.static-bluray.com/movies/covers/133489_medium.jpg?t=1480190551,"Nov 25, 2016"
Uninvited (1988),227067,blu_ray,Vinegar Syndrome,Horror; Sci-Fi,5.6,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.0; Video = 4.5,https://images2.static-bluray.com/movies/covers/227067_medium.jpg?t=1544750396,"Jan 29, 2019"
Universal Classic Monsters: Complete 30-Film Collection (1931-1956),207464,blu_ray,Universal Studios,Horror; Sci-Fi; Drama; Mystery; Musical; Romance; Thriller; War; Supernatural; Crime; Comedy; Adventure; Fantasy,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/207464_overview.jpg?t=1583464392,1956
Unmasked Part 25 (1989),252703,blu_ray,Vinegar Syndrome,Horror; Romance; Comedy,6.5,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 4.0,https://images3.static-bluray.com/movies/covers/252703_medium.jpg?t=1576314471,"Oct 29, 2019"
Us 4K (2019),238780,blu_ray,Universal Studios,Horror; Psychological thriller; Surreal; Mystery; Thriller,7.1,3D = 0.0; 4K = 4.0; Audio = 4.5; Extras = 3.2; Video = 4.4,https://images2.static-bluray.com/movies/covers/238780_medium.jpg?t=1556603141,"Jun 18, 2019"
Vampires (1998),244726,blu_ray,Shout Factory,Horror; Thriller; Action; Fantasy,6.4,3D = 0.0; 4K = 0.0; Audio = 4.4; Extras = 4.5; Video = 4.4,https://images3.static-bluray.com/movies/covers/244726_medium.jpg?t=1559588526,"Sep 24, 2019"
Van Helsing 4K (2004),179121,blu_ray,Universal Studios,Action; Adventure; Fantasy; Thriller; Horror; Supernatural,6.1,3D = 0.0; 4K = 4.0; Audio = 4.8; Extras = 2.7; Video = 4.4,https://images3.static-bluray.com/movies/covers/179121_medium.jpg?t=1507104340,"Sep 12, 2017"
Victor Crowley (2017),195507,blu_ray,MPI Media Group,Horror; Comedy,6.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/195507_medium.jpg?t=1513799472,"Feb 06, 2018"
Videodrome (1983),11306,blu_ray,Criterion,Horror; Surreal; Thriller; Sci-Fi,7.8,3D = 0.0; 4K = 0.0; Audio = 4.6; Extras = 4.6; Video = 4.4,https://images3.static-bluray.com/movies/covers/11306_medium.jpg?t=1535309926,"Dec 07, 2010"
Village of the Damned (1995),145293,blu_ray,Shout Factory,Horror; Thriller; Sci-Fi,6,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 3.9; Video = 3.4,https://images4.static-bluray.com/movies/covers/145293_medium.jpg?t=1473452159,"Apr 12, 2016"
The Vineyard (1989),109952,blu_ray,Vinegar Syndrome,Horror,6.4,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 4.5; Video = 5.0,https://images2.static-bluray.com/movies/covers/109952_medium.jpg?t=1565817264,"Sep 24, 2019"
Walk the Line (2005),123211,blu_ray,20th Century Fox,Romance; Drama; Period; Melodrama; Biography; Music,7.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/123211_medium.jpg?t=1488555882,"Jan 06, 2015"
Wanted: Dead or Alive (1986),230009,blu_ray,Kino Lorber,Western; Adventure; Drama; Action,6.4,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 4.0; Video = 4.5,https://images4.static-bluray.com/movies/covers/230009_medium.jpg?t=1563942145,"Oct 01, 2019"
War of the Worlds (2005),7831,blu_ray,Paramount Pictures,Action; Sci-Fi; Thriller; Adventure,7.2,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 3.5; Video = 4.5,https://images3.static-bluray.com/movies/covers/7831_medium.jpg?t=1442336126,"Jun 01, 2010"
Warcraft (2016),114471,blu_ray,Universal Studios,Action; Adventure; Fantasy,6.3,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.9; Video = 3.9,https://images2.static-bluray.com/movies/covers/114471_medium.jpg?t=1469583937,"Sep 27, 2016"
Warlock Collection (1989-1999),180156,blu_ray,Lionsgate Films,Horror; Thriller; Fantasy; Action,6.2,3D = 0.0; 4K = 0.0; Audio = 3.8; Extras = 3.5; Video = 3.5,https://images.static-bluray.com/movies/covers/180156_medium.jpg?t=1499290873,1999
Warning Sign (1985),109951,blu_ray,Shout Factory,Drama; Sci-Fi; Thriller,6.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 4.0,https://images3.static-bluray.com/movies/covers/109951_medium.jpg?t=1543875353,"Mar 26, 2019"
The Warriors (1979),167715,blu_ray,Paramount Pictures,Crime; Thriller; Drama; Action,7.7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/167715_medium.jpg?t=1485415130,"Jan 24, 2017"
Waterworld (1995),93755,blu_ray,Arrow,Action; Sci-Fi; Thriller; Adventure; Epic,6.5,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 4.8; Video = 4.2,https://images3.static-bluray.com/movies/covers/93755_medium.jpg?t=1538377369,"Jan 22, 2019"
Waxwork / Waxwork II: Lost in Time (1988-1992),161742,blu_ray,Lionsgate Films,Horror; Comedy; Fantasy,6.2,3D = 0.0; 4K = 0.0; Audio = 4.2; Extras = 3.8; Video = 3.8,https://images.static-bluray.com/movies/covers/161742_medium.jpg?t=1471589838,1992
Welcome Home Brother Charles (1975),193769,blu_ray,Vinegar Syndrome,Horror; Drama; Action,6.3,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 4.5; Video = 4.0,https://images.static-bluray.com/movies/covers/193769_medium.jpg?t=1519269674,"Mar 27, 2018"
Wet Hot American Summer (2001),158576,blu_ray,Universal Studios,Comedy,7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/covers/158576_medium.jpg?t=1467106989,"Jul 12, 2016"
Whiplash (2014),190280,blu_ray,Sony Pictures,Drama; Music,8.9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/190280_medium.jpg?t=1509887409,"Dec 05, 2017"
White Lightning (1973),109695,blu_ray,Kino Lorber,Action; Crime; Drama,6.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.5; Video = 4.2,https://images2.static-bluray.com/movies/covers/109695_medium.jpg?t=1409243107,"Nov 11, 2014"
White Line Fever (1975),242817,blu_ray,Mill Creek Entertainment,Action; Crime; Drama; Romance,6.4,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 0.2; Video = 4.0,https://images2.static-bluray.com/movies/covers/242817_medium.jpg?t=1558131471,"Aug 13, 2019"
Wicked World (1991),247430,blu_ray,AGFA,Horror,0,3D = 0.0; 4K = 0.0; Audio = 2.0; Extras = 3.0; Video = 1.5,https://images2.static-bluray.com/movies/covers/247430_medium.jpg?t=1562615261,"Nov 12, 2019"
Wind River (2017),188925,blu_ray,Lionsgate Films,Action; Crime; Drama; Thriller,8,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 2.5; Video = 4.5,https://images.static-bluray.com/movies/covers/188925_medium.jpg?t=1507104777,"Nov 14, 2017"
Wishmaster Collection (1997-2002),172282,blu_ray,Lionsgate Films,Horror; Supernatural; Fantasy,5.8,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 4.0,https://images4.static-bluray.com/movies/covers/172282_medium.jpg?t=1486436424,2002
The Witch 4K (2015),231318,blu_ray,Lionsgate Films,Horror; Supernatural; Psychological thriller; Mystery; Period,7.6,3D = 0.0; 4K = 4.2; Audio = 4.2; Extras = 2.8; Video = 4.2,https://images2.static-bluray.com/movies/covers/231318_medium.jpg?t=1553804298,"Apr 23, 2019"
Witchtrap (1989),168180,blu_ray,Vinegar Syndrome,Horror; Thriller; Action,5.9,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 5.0; Video = 5.0,https://images2.static-bluray.com/movies/covers/168180_medium.jpg?t=1486768500,"Mar 28, 2017"
Without Warning (1980),100274,blu_ray,Shout Factory,Horror; Sci-Fi,6.1,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.8; Video = 3.8,https://images4.static-bluray.com/movies/covers/100274_medium.jpg?t=1399512523,"Aug 05, 2014"
The Wizard of Oz 4K (1939),242165,blu_ray,Warner Bros.,Family; Adventure; Fantasy; Musical,8.6,3D = 0.0; 4K = 4.5; Audio = 4.0; Extras = 4.2; Video = 3.9,https://images2.static-bluray.com/movies/covers/242165_medium.jpg?t=1566530451,"Oct 29, 2019"
Wolf Guy (1975),172230,blu_ray,Arrow,Horror; Foreign; Martial arts; Supernatural; Mystery; Crime; Action,6.8,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 3.0; Video = 3.0,https://images3.static-bluray.com/movies/covers/172230_medium.jpg?t=1484600154,"May 23, 2017"
The Wolf of Wall Street (2013),75821,blu_ray,Paramount Pictures,Crime; Drama; Dark humor; Period; Biography,8.3,3D = 0.0; 4K = 0.0; Audio = 4.5; Extras = 1.5; Video = 4.6,https://images3.static-bluray.com/movies/covers/75821_medium.jpg?t=1396853749,"Mar 25, 2014"
Women's Prison Massacre (1983),135950,blu_ray,Shout Factory,Erotic; Action; Drama,6,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 0.0; Video = 3.0,https://images.static-bluray.com/movies/covers/135950_medium.jpg?t=1442380380,"Dec 08, 2015"
World War Z (2013),69286,blu_ray,Paramount Pictures,Action; Sci-Fi; Thriller; Horror; Drama,7.1,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 3.1; Video = 4.5,https://images.static-bluray.com/movies/covers/69286_medium.jpg?t=1387569408,"Sep 17, 2013"
Wrong Turn Collection: 1-5 (2003-2012),111202,blu_ray,20th Century Fox,Horror; Thriller; Teen; Action,5.7,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 3.0; Video = 3.5,https://images3.static-bluray.com/movies/covers/111202_medium.jpg?t=1408613371,2012
X-Ray / Schizoid (1980-1982),72030,blu_ray,Shout Factory,Horror; Thriller; Mystery,5.9,3D = 0.0; 4K = 0.0; Audio = 3.5; Extras = 1.5; Video = 3.0,https://images2.static-bluray.com/movies/covers/72030_medium.jpg?t=1390461940,1982
Xtro 3: Watch the Skies (1995),263794,blu_ray,Vinegar Syndrome,Horror; Sci-Fi,6.3,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/263794_medium.jpg?t=1581564858,"Feb 25, 2020"
Yojimbo / Sanjuro (1961-1962),8847,blu_ray,Criterion,Drama; Foreign; Period; Martial arts; Crime; Thriller; Action,8.2,3D = 0.0; 4K = 0.0; Audio = 4.6; Extras = 4.2; Video = 4.8,https://images.static-bluray.com/movies/covers/8847_medium.jpg?t=1533969527,1962
"Yor, the Hunter from the Future (1983)",177471,blu_ray,Mill Creek Entertainment,Foreign; Sci-Fi; Adventure; Fantasy; Drama,5.6,3D = 0.0; 4K = 0.0; Audio = 3.0; Extras = 2.6; Video = 3.4,https://images.static-bluray.com/movies/covers/177471_medium.jpg?t=1508891346,"Jan 16, 2018"
The Zero Boys (1986),142698,blu_ray,Arrow,Horror; Thriller; Action,6.3,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 2.5; Video = 3.8,https://images4.static-bluray.com/movies/covers/142698_medium.jpg?t=1452720497,"Apr 26, 2016"
Zero Dark Thirty (2012),63170,blu_ray,Sony Pictures,Drama; History; Action; Thriller,7.8,3D = 0.0; 4K = 0.0; Audio = 5.0; Extras = 2.8; Video = 4.9,https://images.static-bluray.com/movies/covers/63170_medium.jpg?t=1384662375,"Mar 19, 2013"
Zombie 3 (1988),204253,blu_ray,Severin Films,Horror; Foreign; Sci-Fi; Action,6,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 3.0; Video = 3.5,https://images2.static-bluray.com/movies/covers/204253_medium.jpg?t=1524860534,"May 29, 2018"
Zombie 4: After Death (1989),29234,blu_ray,Severin Films,Horror,5.4,3D = 0.0; 4K = 0.0; Audio = 4.0; Extras = 2.0; Video = 3.0,https://images2.static-bluray.com/movies/covers/29234_medium.jpg?t=1529384045,"May 29, 2018"
Zombie Island Massacre (1984),260809,blu_ray,Vinegar Syndrome,Horror,5.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/260809_medium.jpg?t=1578866776,"Jan 28, 2020"
Zombieland (2009),166165,blu_ray,Sony Pictures,Action; Dark humor; Horror; Comedy,7.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/covers/166165_medium.jpg?t=1476290130,"Nov 01, 2015"
2001: A Space Odyssey 4K (1968),224350,4K,Warner Bros.,Drama; Epic; Mystery; Sci-Fi; Adventure,8.8,3D = 0.0; 4K = 5.0; Audio = 4.9; Extras = 3.9; Video = 5.0,https://images2.static-bluray.com/movies/covers/224350_medium.jpg?t=1543416787,"Dec 18, 2018"
50 Years of Planet of the Apes: 9-Movie Collection (1968-2017),213673,4K,20th Century Fox,Action; Sci-Fi; Adventure; Thriller; Epic; Drama; Mystery; Romance,7.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/covers/213673_medium.jpg?t=1543211342,2017
Alien 4K (1979),235265,4K,20th Century Fox,Sci-Fi; Action; Thriller; Horror,9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/covers/235265_medium.jpg?t=1551086351,"Apr 23, 2019"
Alita: Battle Angel 4K + 3D (2019),240060,4K,20th Century Fox,Action; Sci-Fi; Comic book; Adventure; Romance,7.9,3D = 4.8; 4K = 4.2; Audio = 4.8; Extras = 3.8; Video = 4.5,https://images4.static-bluray.com/movies/covers/240060_medium.jpg?t=1564653572,"Jul 23, 2019"
American Psycho 4K (2000),208828,4K,Lionsgate Films,Thriller; Crime; Dark humor,7.8,3D = 0.0; 4K = 4.5; Audio = 4.8; Extras = 4.0; Video = 3.8,https://images4.static-bluray.com/movies/covers/208828_medium.jpg?t=1531832003,"Sep 25, 2018"
Apocalypse Now 4K (1979),241662,4K,Lionsgate Films,Drama; Epic; War,8.9,3D = 0.0; 4K = 4.6; Audio = 4.8; Extras = 4.7; Video = 3.6,https://images3.static-bluray.com/movies/covers/241662_medium.jpg?t=1567432453,"Aug 27, 2019"
Apollo 13 4K (1995),186542,4K,Universal Studios,Adventure; History; Drama,8.2,3D = 0.0; 4K = 2.9; Audio = 4.6; Extras = 3.4; Video = 3.2,https://images4.static-bluray.com/movies/covers/186542_medium.jpg?t=1507104393,"Oct 17, 2017"
Arrival 4K (2016),168185,4K,Paramount Pictures,Sci-Fi; Drama; Mystery; Thriller,8.1,3D = 0.0; 4K = 3.8; Audio = 4.2; Extras = 3.5; Video = 3.6,https://images.static-bluray.com/movies/covers/168185_medium.jpg?t=1478729566,"Feb 14, 2017"
Black Hawk Down 4K (2001),216931,4K,Sony Pictures,Action; War; History; Drama,8.1,3D = 0.0; 4K = 4.8; Audio = 4.4; Extras = 4.8; Video = 4.8,https://images2.static-bluray.com/movies/covers/216931_medium.jpg?t=1551250143,"May 07, 2019"
Blade Runner 2049 4K (2017),189774,4K,Warner Bros.,Sci-Fi; Epic; Film-Noir; Mystery; Thriller; Drama,8.5,3D = 0.0; 4K = 4.9; Audio = 5.0; Extras = 3.6; Video = 4.6,https://images4.static-bluray.com/movies/covers/189774_medium.jpg?t=1514705101,"Jan 16, 2018"
Bourne: The Ultimate Collection 4K (2002-2016),166271,4K,Universal Studios,Action; Adventure; Thriller; Mystery,7.5,3D = 0.0; 4K = 4.5; Audio = 5.0; Extras = 4.5; Video = 4.5,https://images3.static-bluray.com/movies/covers/166271_medium.jpg?t=1497650070,2016
Brawl in Cell Block 99 4K (2017),191415,4K,RLJ Entertainment,Action; Crime; Thriller,7.6,3D = 0.0; 4K = 2.5; Audio = 4.0; Extras = 2.0; Video = 4.0,https://images3.static-bluray.com/movies/covers/191415_medium.jpg?t=1508576366,"Dec 26, 2017"
Casino 4K (1995),247535,4K,Universal Studios,Crime; Drama; Period; Epic; Melodrama,8.4,3D = 0.0; 4K = 4.5; Audio = 4.0; Extras = 3.0; Video = 4.5,https://images2.static-bluray.com/movies/covers/247535_medium.jpg?t=1565338411,"Sep 10, 2019"
Close Encounters of the Third Kind 4K (1977),171515,4K,Sony Pictures,Sci-Fi; Adventure; Thriller; Drama,8.3,3D = 0.0; 4K = 3.9; Audio = 4.2; Extras = 4.8; Video = 3.7,https://images2.static-bluray.com/movies/covers/171515_medium.jpg?t=1520849858,"Sep 19, 2017"
